Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
5,"AR Mayer, FM Hanlon, ED Claus, AB Dodd…",An examination of behavioral and neuronal effects of comorbid traumatic brain injury and alcohol use,2018,Biological psychiatry …,Elsevier,https://www.sciencedirect.com/science/article/pii/S245190221730174X?casa_token=VhC1mc-bM8oAAAAA:zsN476p04TA2EtaCgCZo5xp83gDDb0uf-uCglYSJw1MBcuXhQkIF11eO2V65fDigoZywugAgvGo,"https://scholar.google.com/scholar?cites=6836213980995730081&as_sdt=2005&sciodt=0,5&hl=en",204,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,3,0.05,3,1,56
0,A Morris,Are you thirsty? FGF21 might be involved in that too,2018,Nature Reviews Endocrinology,nature.com,https://www.nature.com/articles/s41574-018-0022-4,,149,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6
21,"IH Harding, ZB Andrews, F Mata, S Orlandea…",Brain substrates of unhealthy versus healthy food choices: influence of homeostatic status and body mass index,2018,International Journal of …,nature.com,https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/ijo2017237&casa_token=l3lrsR5UqbIAAAAA:RWFuZSsVIpG2kRUntkQfJFTqn2bDZWN09TrgmWK4Du5FXRflJAGVufVz7hV5Xm8nTNmwp9tRNOCJk2vF-w,"https://scholar.google.com/scholar?cites=7386641069114128373&as_sdt=2005&sciodt=0,5&hl=en",115,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2
58,"Z Ma, A Taruno, M Ohmoto, M Jyotaki, JC Lim…",CALHM3 is essential for rapid ion channel-mediated purinergic neurotransmission of GPCR-mediated tastes,2018,Neuron,Elsevier,https://www.sciencedirect.com/science/article/pii/S0896627318302496,"https://scholar.google.com/scholar?cites=8639954916687735611&as_sdt=2005&sciodt=0,5&hl=en",173,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,NA
0,"A Nolden, D Reed",Chemosensory changes from cancer treatment and their effects on patients food involvement: A review of empirical results,2018,,osf.io,https://osf.io/preprints/qwbdt/,,116,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,19,0.7,19,1,27
3,"O Davidenko, JM Bonny, G Morrot, B Jean, B Claise…",Differences in BOLD responses in brain reward network reflect the tendency to assimilate a surprising flavor stimulus to an expected stimulus,2018,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811918306736?casa_token=Eeyq0_dJEOUAAAAA:2pi96uubF4KruQ3w2w7CiFlaPrx9yxkU4_JN4kRbSavsFmLOnFKBAnxBX_MQ-7_CPqOrhHR9JVU,"https://scholar.google.com/scholar?cites=3134350851453444802&as_sdt=2005&sciodt=0,5&hl=en",60,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,14,1.56,5,3,9
11,"P Han, M Mohebbi, M Unrath, C Hummel, T Hummel",Different neural processing of umami and salty taste determined by umami identification ability independent of repeated umami exposure,2018,Neuroscience,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306452218303282?casa_token=yTSsGnIVk2EAAAAA:lUHS_DsIAJsI-nbj9qQ44akuL4qYUBWvXu0rbsblV4mh7PVY4BUZH8h1YRnD7QzEmSWIlKNC4xw,"https://scholar.google.com/scholar?cites=7796197189987580483&as_sdt=2005&sciodt=0,5&hl=en",77,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,72,7.2,36,2,10
1,"KS Chandran, M Perumalsamy",Effect of environmental pollutants on taste composition based on electroencephalography signal analysis in an indoor environment,2018,Ekoloji,ekolojidergisi.com,http://www.ekolojidergisi.com/article/effect-of-environmental-pollutants-on-taste-composition-based-on-electroencephalography-signal-5512,"https://scholar.google.com/scholar?cites=9271065402856584916&as_sdt=2005&sciodt=0,5&hl=en",101,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,3,1.5,1,5,2
0,"JR Gilbert, E Stice, KS Burger",Elevated Thalamic Response to High-Sugar Milkshake in Ethnic and Racial Minorities,2018,Journal of racial and ethnic health …,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s40615-017-0403-8&casa_token=o1CsVwwVplkAAAAA:W4n9COK28VK2dmnF8TldCvRx8yX1sC-D9kNn8cydp0Oktt68CX23EL3mtIBNVh_cJfwrbu3yYUV3opdZOw,,226,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
10,"I van Rijn, C de Graaf, PAM Smeets",It's in the eye of the beholder: selective attention to drink properties during tasting influences brain activation in gustatory and reward regions,2018,Brain imaging and behavior,Springer,https://link.springer.com/article/10.1007/s11682-017-9710-2,"https://scholar.google.com/scholar?cites=204875197222028620&as_sdt=2005&sciodt=0,5&hl=en",134,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,221,15.79,74,3,14
17,RL Doty,Measurement of chemosensory function,2018,World journal of otorhinolaryngology-head and neck …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2095881118300222,"https://scholar.google.com/scholar?cites=3846645630638469876&as_sdt=2005&sciodt=0,5&hl=en",271,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,8
9,"JR Dalenberg, HR Hoogeveen, MM Lorist",Physiological measurements: EEG and fMRI,2018,Methods in Consumer …,Elsevier,https://www.sciencedirect.com/science/article/pii/B978008101743200011X,"https://scholar.google.com/scholar?cites=4963706136297486406&as_sdt=2005&sciodt=0,5&hl=en",132,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,NA
7,"PD Rao, N Husile, AA Strasser, PM Wise",Pilot experiment: The effect of added flavorants on the taste and pleasantness of mixtures of glycerol and propylene glycol,2018,Chemosensory perception,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12078-017-9231-9&casa_token=PziKWNYhTSMAAAAA:wSsBvQ-IxBIcW8fEU4kHp9_qhpFabIfjK3UFXhl2aN2MRDLQj6M7HKDt99LmTGTUb89rCTHq6gwIJFrwsw,"https://scholar.google.com/scholar?cites=12370551117583874268&as_sdt=2005&sciodt=0,5&hl=en",140,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,5,0.02,3,2,231
0,A Marcinkowska-Gapińska…,Rheological parameters of saliva in comparison with taste examination,2018,…,content.iospress.com,https://content.iospress.com/articles/biorheology/bir180171,,70,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,1,0.25,1,1,4
11,"S Hardikar, R Wallroth, A Villringer, K Ohla",Shorter-lived neural taste representations in obese compared to lean individuals,2018,Scientific reports,nature.com,https://www.nature.com/articles/s41598-018-28847-3,"https://scholar.google.com/scholar?cites=2588631139641060620&as_sdt=2005&sciodt=0,5&hl=en",84,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,5
0,TT Moutsis,Taste During Sleep-Arousal Responses to Gustatory and Trigeminal Stimulation,2018,,archiv.ub.uni-heidelberg.de,https://archiv.ub.uni-heidelberg.de/volltextserver/26769/1/diss19_019.pdf,,35,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1
21,"E Iannilli, F Broy, S Kunz…",Age‐related changes of gustatory function depend on alteration of neuronal circuits,2017,Journal of neuroscience …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jnr.24071?casa_token=gwaBY_qv4zwAAAAA:48Fi9EF6BdMx9AzS4xkFqpoYAdjP-XSx81HaaHfIIhBI151IC87ZzDCQHOmQxLUrBuQAkdV16ma3j5v1,"https://scholar.google.com/scholar?cites=13903238617814063183&as_sdt=2005&sciodt=0,5&hl=en",42,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,8,0.53,4,2,15
47,"B Murtaza, A Hichami, AS Khan, F Ghiringhelli…",Alteration in taste perception in cancer: causes and strategies of treatment,2017,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fphys.2017.00134/full,"https://scholar.google.com/scholar?cites=18000736990007290653&as_sdt=2005&sciodt=0,5&hl=en",234,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,90,9,30,3,10
0,J Hort,Application of Time‐Dependent Measures to Understand Sensory Perception,2017,Time-Dependent Measures of Perception in Sensory …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118991640#page=400,,127,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,11
18,"AM Lascano, PH Lalive, M Hardmeier…",Clinical evoked potentials in neurology: a review of techniques and indications,2017,Journal of Neurology …,jnnp.bmj.com,https://jnnp.bmj.com/content/88/8/688.abstract?casa_token=xTw-F5fflHsAAAAA:uIPR_M85Qo3HTT4PrOgc4QH2j00ICcAgWkY5TXhPIYr9LYzETfkwQioeutwccFmCQscdHO_SYNLorvxp,"https://scholar.google.com/scholar?cites=7897792744297043477&as_sdt=2005&sciodt=0,5&hl=en",268,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,15,0.44,8,2,34
1,E Jandl,Der Einfluss eines bitteren Nachgeschmacks auf die Verarbeitung von Nahrungsmittelbilder bei Frauen mit Binge Eating Disorder: Eine P200-Studie,2017,Universität Graz,unipub.uni-graz.at,https://unipub.uni-graz.at/obvugrhs/content/titleinfo/2711043/full.pdf,"https://scholar.google.com/scholar?cites=1125002115145773609&as_sdt=2005&sciodt=0,5&hl=en",331,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,21,4.2,4,5,5
3,"WY Kuo, Y Lee",Descriptive and Temporal Saltiness Perception Properties of Model Solid Lipoproteic Colloid Foods—Implications for Sodium Reduction,2017,Journal of food science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1750-3841.13769?casa_token=32rbJdl3l_cAAAAA:CJTQlsFAgcNLOS1Y-1EJsMCQcqZpZXY62crgHmnR3irrzES4-c1JKaTMii1HtNQ_oQWYLqLv3FyKDvfW,"https://scholar.google.com/scholar?cites=1738966016839098247&as_sdt=2005&sciodt=0,5&hl=en",308,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA
2,"C Alvarado, D Nachtigal, JP Slack, BG Green",Differential modulation of the lactisole 'Sweet Water Taste'by sweeteners,2017,Plos one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0180787,"https://scholar.google.com/scholar?cites=3152961955080594617&as_sdt=2005&sciodt=0,5&hl=en",219,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,14,1.75,4,4,8
31,"SR Winter, S Yokum, E Stice…",Elevated reward response to receipt of palatable food predicts future weight variability in healthy-weight adolescents,2017,The American journal …,academic.oup.com,https://academic.oup.com/ajcn/article-abstract/105/4/781/4633967,"https://scholar.google.com/scholar?cites=889742667646002424&as_sdt=2005&sciodt=0,5&hl=en",175,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,10,0.45,3,3,22
12,"JR Dalenberg, L Weitkamp, RJ Renken, L Nanetti…",Flavor pleasantness processing in the ventral emotion network,2017,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0170310,"https://scholar.google.com/scholar?cites=11696476787569300957&as_sdt=2005&sciodt=0,5&hl=en",87,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA
39,"X Wang, J Chen",Food oral processing: Recent developments and challenges,2017,Current Opinion in Colloid & Interface Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1359029417300018?casa_token=OJ3V8QlFwqYAAAAA:SZeho6_nDBOS2oqzYu8klk1jx91R1Mz2Q4E4FbZSBhie27hpBIR9SdR1jV7tdIV0yVelsZnRaaY,"https://scholar.google.com/scholar?cites=3969341901072342933&as_sdt=2005&sciodt=0,5&hl=en",225,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,26,0.87,7,4,30
18,C Spence,Multisensory flavour perception,2017,Flavour: From food to perception,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118929384#page=387,"https://scholar.google.com/scholar?cites=13238740433189707807&as_sdt=2005&sciodt=0,5&hl=en",190,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,2
32,"SWF Ewing, ED Claus, KA Hudson, FM Filbey…",Overweight adolescents' brain response to sweetened beverages mirrors addiction pathways,2017,Brain imaging and …,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11682-016-9564-z&casa_token=Qh_Fd3Lqf8cAAAAA:qEVyLZMy8dRYM72hzPaaDkygA9KCn3IY0Z06BZefkBxvnq44ZzkwFd1n9d_excwkYItvP0bPYVKgt1FZeQ,"https://scholar.google.com/scholar?cites=17124323583332179381&as_sdt=2005&sciodt=0,5&hl=en",189,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,16
53,"H Lee, LJ Macpherson, CA Parada, CS Zuker…",Rewiring the taste system,2017,Nature,nature.com,https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/nature23299&casa_token=uG8Ci80gunMAAAAA:wq5YdtnDoPu5izBw8NF_YCPIIUciizad95b4FeMX8ZE5mYWHeCgcEwAf5pskBcND0hdMFFCGlAaCWCUyig,"https://scholar.google.com/scholar?cites=1187582224195458829&as_sdt=2005&sciodt=0,5&hl=en",45,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,2,0.02,2,1,110
3,"L Hewson, A Tarrega",Sensory adaptation,2017,Time-Dependent Measures of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118991640#page=82,"https://scholar.google.com/scholar?cites=15500768643143399106&as_sdt=2005&sciodt=0,5&hl=en",208,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,0.06,1,2,32
0,"SM Crosson, S Currlin, T Khan, CD Dotson…",Sustained Weight Loss and Altered Lipid Taste Sensitivity Induced by Modulation of Salivary PYY and Excendin-4 in Mice,2016,Molecular Therapy,cell.com,https://www.cell.com/molecular-therapy-family/molecular-therapy/pdf/S1525-0016(16)32968-9.pdf,,196,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,1,0.01,1,1,114
5,"BN Landis, S Negoias, H Friedrich",Chemosensory Event Related Potentials,2016,Epileptologie,epi.ch,https://www.epi.ch/wp-content/uploads/Artikel-Landis_E_3_16.pdf,"https://scholar.google.com/scholar?cites=15554462650326984681&as_sdt=2005&sciodt=0,5&hl=en",265,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,58,1.53,29,2,38
3,"BA Stuck, TT Moutsis, U Bingel, JU Sommer",Chemosensory stimulation during sleep–Arousal responses to gustatory stimulation,2016,Neuroscience,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306452216001846?casa_token=DKXF0S5fjkQAAAAA:UnNARRkrN818S2vfTnrUBcxXazJUYe2bEKvPq1vHmNeVH_m27BoiufqbifP3OpB9tM3Et6_eCV0,"https://scholar.google.com/scholar?cites=10563554497411263964&as_sdt=2005&sciodt=0,5&hl=en",63,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,32
15,"BG Oberlin, M Dzemidzic, J Harezlak…",Corticostriatal and Dopaminergic Response to Beer Flavor with Both fMRI and [11C]raclopride Positron Emission Tomography,2016,Alcoholism: Clinical …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/acer.13158?casa_token=ecr40QVhmhEAAAAA:jBH_uID7ZgQG1RCRkw6MZeT2C-waC258PxdAo5tQp2WVlOmXpDPaaWaQjng3DrGYhAS5Cq3X3NMW9f9L,"https://scholar.google.com/scholar?cites=6769543927049268536&as_sdt=2005&sciodt=0,5&hl=en",62,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,6,0.29,2,3,21
2,KDF Becker,Hot melt coating with lipid-based excipients: development of a solvent-free technology for the coating of multiparticulate drug delivery systems/Karin Dagmar …,2016,Karl-Franzens-Universität Graz,unipub.uni-graz.at,https://unipub.uni-graz.at/obvugrhs/content/titleinfo/1520683/full.pdf,"https://scholar.google.com/scholar?cites=16469751915920963721&as_sdt=2005&sciodt=0,5&hl=en",232,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,25,0.68,13,2,37
0,"EŞ Balcıoğlu, Ç Güdücü, E Eskicioğlu…",Investigating the responses of brain to taste stimuli via electrophysiological methods and frequency analysis: Preliminary results,2016,2016 20th National …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7849417/,,23,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2
15,"S Amsellem, K Ohla",Perceived odor–taste congruence influences intensity and pleasantness differently,2016,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/41/8/677/2452857,"https://scholar.google.com/scholar?cites=2052093518979452493&as_sdt=2005&sciodt=0,5&hl=en",97,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,NA
0,HR Hoogeveen,Pleasure from Food,2016,,core.ac.uk,https://core.ac.uk/download/pdf/232498776.pdf,,299,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
0,"T Koenig, LD Hernandez, K Rieger",Quantitative EEG in schizophrenia: Current state and future direction,2016,Epileptologie,epi.ch,https://www.epi.ch/wp-content/uploads/Artikel-Koenig_E_3_16.pdf,,307,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,6
19,"T Isogai, PM Wise",The effects of odor quality and temporal asynchrony on modulation of taste intensity by retronasal odor,2016,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/41/7/557/1744897,"https://scholar.google.com/scholar?cites=11603099451577973792&as_sdt=2005&sciodt=0,5&hl=en",75,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,12,1,3,4,12
21,"NB Kroemer, X Sun, MG Veldhuizen, AE Babbs…",Weighing the evidence: Variance in brain responses to milkshake receipt is predictive of eating behavior,2016,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811915011441?casa_token=NWgtIDMNSxkAAAAA:A6d32FaoP9teAQ3esZLKUY-Wmk1RDvI1AHj_JAC_lKWT5k4n5j-o_53wjUg8LHGJECc_CloV0A0,"https://scholar.google.com/scholar?cites=4357653168495438568&as_sdt=2005&sciodt=0,5&hl=en",150,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,11
10,"E Iannilli, M Beger, R Fürer, T Hummel",A gustatory stimulator,2015,Journal of neuroscience methods,Elsevier,https://www.sciencedirect.com/science/article/pii/S0165027015002745?casa_token=f2mFdbIS94gAAAAA:pY2k0R1sCYwO9f9dVshjc8LGvollkXyvxq0J86UgXvzo10to2v0stpE-zKeVPcnNxmbK95Ks5Sw,"https://scholar.google.com/scholar?cites=15419801754079503218&as_sdt=2005&sciodt=0,5&hl=en",15,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,NA
0,S Kunz,Altersabhängigkeit der gustatorisch evozierten Potentiale und die Topographie der Schmeckverarbeitung im Elektroenzephalogramm,2015,,uniklinikum-dresden.de,https://www.uniklinikum-dresden.de/de/das-klinikum/kliniken-polikliniken-institute/hno/forschung/interdisziplinaeres-zentrum-fuer-riechen-und-schmecken/downloads/doktorarbeiten/Severine_Kunz_2015.pdf,,194,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,31,7.75,8,4,4
15,"PB Singh, T Hummel, JC Gerber, BN Landis, E Iannilli",Cerebral processing of umami: A pilot study on the effects of familiarity,2015,Brain research,Elsevier,https://www.sciencedirect.com/science/article/pii/S000689931500308X?casa_token=Ym05ZKO7HEIAAAAA:kIhDrJfLQ8Fa4Q1WYqfnoAhc8CWPyOGe98cGibRaV-2lfgic5I3gJRobS4wb65fCGRaY7go-Bf0,"https://scholar.google.com/scholar?cites=5899646929161098322&as_sdt=2005&sciodt=0,5&hl=en",59,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,17,5.67,17,1,3
26,"I Jestrović, JL Coyle, E Sejdić",Decoding human swallowing via electroencephalography: a state-of-the-art review,2015,Journal of neural engineering,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1741-2560/12/5/051001/meta?casa_token=bvTnenQyUnQAAAAA:uXtaJSPBqeyNKfWSRbBve9k1NZI8jsdEKXZ1QxLgkCcomXxuaiLV5UrNVl6A2kxo1k6hg862zjw,"https://scholar.google.com/scholar?cites=10267429922477822477&as_sdt=2005&sciodt=0,5&hl=en",303,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,8,1,8,1,8
46,"JR Dalenberg, HR Hoogeveen, RJ Renken…",Functional specialization of the male insula during taste perception,2015,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811915005674,"https://scholar.google.com/scholar?cites=5678004822262064836&as_sdt=2005&sciodt=0,5&hl=en",112,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,3,0.75,2,2,4
0,"E Iannilli, AL Bartmuss, H Harju, SA Simon…",Human event related potentials in response to oral stimulation with water.,2015,CHEMICAL …,researchgate.net,https://www.researchgate.net/profile/Emilia_Iannilli/publication/266028833_Human_event_related_potentials_in_response_to_oral_stimulation_with_water/links/54d0dddc0cf29ca81103f3e5.pdf,,37,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,11
2,"U Toepel, MM Murray",Human gustation: When the brain has taste,2015,Current biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0960982215002791,"https://scholar.google.com/scholar?cites=14596662660761922449&as_sdt=2005&sciodt=0,5&hl=en",19,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,21,21,4,5,1
2,"J Niimi, AR Overington, P Silcock…",Influence of cross-modal sensory interactions on cheese flavour intensity and character,2015,… Sensory Informatics of …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bk-2015-1191.ch002,"https://scholar.google.com/scholar?cites=15258407980844869573&as_sdt=2005&sciodt=0,5&hl=en",56,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,NA
16,"I Van den Bosch, JM van Delft, RA de Wijk…",Learning to (dis) like: the effect of evaluative conditioning with tastes and faces on odor valence assessed by implicit and explicit measurements,2015,Physiology & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0031938415300718?casa_token=B5IkQitfBLYAAAAA:BwNMlRrczRc4PrOJFTDdKAW_jNvIjMGAfuA4TCKjY4V-JdzHiE8TndMbpErZl1D004hnpUthMZ8,"https://scholar.google.com/scholar?cites=9121618483900371019&as_sdt=2005&sciodt=0,5&hl=en",277,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6
16,"L Gagnon, R Kupers, M Ptito",Neural correlates of taste perception in congenital blindness,2015,Neuropsychologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0028393215000949?casa_token=AWWCDUwtN3UAAAAA:4u235XwnPo3KJCJdgAROSRY28fCRFVvPML2-CLjsP16faKonYcZ81uKuCJyNwr1abB_0PPLA8_8,"https://scholar.google.com/scholar?cites=7754864156643588965&as_sdt=2005&sciodt=0,5&hl=en",44,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,70,8.75,14,5,8
25,"MG Tordoff, TR Aleman, HT Ellis, M Ohmoto…",Normal taste acceptance and preference of PANX1 knockout mice,2015,Chemical …,academic.oup.com,https://academic.oup.com/chemse/article-abstract/40/7/453/399859,"https://scholar.google.com/scholar?cites=4146719822343257844&as_sdt=2005&sciodt=0,5&hl=en",64,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,28,0.57,7,4,49
0,"C Wibisono, R Ndanuko",Nutrition under the microscope,2015,Food Australia,search.informit.org,https://search.informit.org/doi/abs/10.3316/ielapa.257847186686703,,224,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,223,6.37,74,3,35
32,"MD Meyer, VB Risbrough, J Liang, KN Boutelle",Pavlovian conditioning to hedonic food cues in overweight and lean individuals,2015,Appetite,Elsevier,https://www.sciencedirect.com/science/article/pii/S0195666314005558?casa_token=OH52hRcFTrIAAAAA:97J2Uj3RMLl79PdsIFDMv2prFhO9nZQuDgRWj8SdtC5I7yg8TB2BaGcFMNeIv1IH3r907VFLyao,"https://scholar.google.com/scholar?cites=1612709084227014803&as_sdt=2005&sciodt=0,5&hl=en",72,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,3,0.09,1,4,34
2,"B Piqueras-Fiszman, C Spence…",Perceptual processes in food evaluation,2015,Handbook of food …,CRC Press Boca Raton (FL),,"https://scholar.google.com/scholar?cites=4130345667504822897&as_sdt=2005&sciodt=0,5&hl=en",240,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,23
18,"J Niimi, AI Eddy, AR Overington…",Sensory interactions between cheese aroma and taste,2015,Journal of sensory …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/joss.12155?casa_token=_2JRie6YX4UAAAAA:TzvaDBwLZguDr6iaDJeKwtIv9pD9v3zAOT_YNp9oOQ0RMvrcCDLGprjWwGha26QpY22gaFYHn3Y1j_xX,"https://scholar.google.com/scholar?cites=6914168976135067936&as_sdt=2005&sciodt=0,5&hl=en",114,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,0.2,2,1,10
0,"F Broy, C Hummel, T Hummel…","Spatio-temporal characterization of gustatory ERPs (gERPs) for the 5 basic taste qualities: sweet, salt, bitter, sour and umami",2015,CHEMICAL …,OXFORD UNIV PRESS GREAT …,,,13,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,9
0,F Broy,Standardisierung gustatorisch ereigniskorrelierter Potentiale,2015,,uniklinikum-dresden.de,https://www.uniklinikum-dresden.de/de/das-klinikum/kliniken-polikliniken-institute/hno/forschung/interdisziplinaeres-zentrum-fuer-riechen-und-schmecken/downloads/doktorarbeiten/Franziska_Broy_2015.pdf,,110,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
24,"J Seubert, K Ohla, Y Yokomukai…",Superadditive opercular activation to food flavor is mediated by enhanced temporal and limbic coupling,2015,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.22728,"https://scholar.google.com/scholar?cites=9891488196461360461&as_sdt=2005&sciodt=0,5&hl=en",99,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,75,1.29,38,2,58
29,"SM Harrison, PW Cleary, G Eyres, MD Sinnott…",Challenges in computational modelling of food breakdown and flavour release,2014,Food & function,pubs.rsc.org,https://pubs.rsc.org/ko/content/articlehtml/2014/fo/c4fo00786g,"https://scholar.google.com/scholar?cites=17511285860432360192&as_sdt=2005&sciodt=0,5&hl=en",293,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,13
