Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
47,"B Murtaza, A Hichami, AS Khan, F Ghiringhelli…",Alteration in taste perception in cancer: causes and strategies of treatment,2017,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fphys.2017.00134/full,"https://scholar.google.com/scholar?cites=18000736990007290653&as_sdt=2005&sciodt=0,5&hl=en",234,2021-03-25 18:21:59,HTML,,,,,,,,90,9,30,3,10,"… (2008a). Specifically, a continuous taste delivery of a total of 1 ml of liquid (ie, participant's favorite alcoholic beverage or an isocaloric control beverage, specifically, litchi juice) was delivered for 24 seconds through small teflon tubing using a computer‐controlled gustometer …"
0,J Hort,Application of Time‐Dependent Measures to Understand Sensory Perception,2017,Time-Dependent Measures of Perception in Sensory …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118991640#page=400,,127,2021-03-25 18:21:59,,,,,,,,,0,0,0,1,11,Page 1. Institut für Agrar- und Ernährungswissenschaften (Direktor: Prof. Dr. Reinhold Jahn) der Naturwissenschaftlichen Fakultät III (Dekan: Prof. Dr. Peter Wycisk) der Martin-Luther-Universität Halle-Wittenberg Vergleichende …
18,"AM Lascano, PH Lalive, M Hardmeier…",Clinical evoked potentials in neurology: a review of techniques and indications,2017,Journal of Neurology …,jnnp.bmj.com,https://jnnp.bmj.com/content/88/8/688.abstract?casa_token=xTw-F5fflHsAAAAA:uIPR_M85Qo3HTT4PrOgc4QH2j00ICcAgWkY5TXhPIYr9LYzETfkwQioeutwccFmCQscdHO_SYNLorvxp,"https://scholar.google.com/scholar?cites=7897792744297043477&as_sdt=2005&sciodt=0,5&hl=en",268,2021-03-25 18:21:59,,,,,,,,,15,0.44,8,2,34,"… Differentiation between compounds. J. Exp. Psychol., 87, 163-171. Von Be""k£sy,G. (1965) The effect of adaptation on the taste threshold observed with a semi-automatic gust- ometer J Gen. Physiol., 48, 481-488 Received on July 2, 1986: accepted on December 5, 1986 353"
1,E Jandl,Der Einfluss eines bitteren Nachgeschmacks auf die Verarbeitung von Nahrungsmittelbilder bei Frauen mit Binge Eating Disorder: Eine P200-Studie,2017,Universität Graz,unipub.uni-graz.at,https://unipub.uni-graz.at/obvugrhs/content/titleinfo/2711043/full.pdf,"https://scholar.google.com/scholar?cites=1125002115145773609&as_sdt=2005&sciodt=0,5&hl=en",331,2021-03-25 18:21:59,PDF,,,,,,,,21,4.2,4,5,5,"… During scanning participants received .5 ml of milkshake or tasteless solution over 4 s delivered via a portable gustometer system and dripped from the mouthpiece onto the tongue each 20 times in total per condition (Veldhuizen et al., 2007) …"
3,"WY Kuo, Y Lee",Descriptive and Temporal Saltiness Perception Properties of Model Solid Lipoproteic Colloid Foods—Implications for Sodium Reduction,2017,Journal of food science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1750-3841.13769?casa_token=32rbJdl3l_cAAAAA:CJTQlsFAgcNLOS1Y-1EJsMCQcqZpZXY62crgHmnR3irrzES4-c1JKaTMii1HtNQ_oQWYLqLv3FyKDvfW,"https://scholar.google.com/scholar?cites=1738966016839098247&as_sdt=2005&sciodt=0,5&hl=en",308,2021-03-25 18:21:59,,,,,,,,,0,0,0,2,,"… Methods and Results. To achieve high precision regarding the timing and intensity of gustatory stimulation, we used a computer-controlled spray gustometer. This device delivers unimodal taste solutions at a constant temperature …"
2,"C Alvarado, D Nachtigal, JP Slack, BG Green",Differential modulation of the lactisole 'Sweet Water Taste'by sweeteners,2017,Plos one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0180787,"https://scholar.google.com/scholar?cites=3152961955080594617&as_sdt=2005&sciodt=0,5&hl=en",219,2021-03-25 18:21:59,HTML,,,,,,,,14,1.75,4,4,8,"… During mock and actual scanning, the liquid stimuli were delivered using our custom-built gustometer and gustatory manifold [21] … Following the cue presentation subjects receive the flavored solutions intra-orally via a purpose-made gustometer …"
31,"SR Winter, S Yokum, E Stice…",Elevated reward response to receipt of palatable food predicts future weight variability in healthy-weight adolescents,2017,The American journal …,academic.oup.com,https://academic.oup.com/ajcn/article-abstract/105/4/781/4633967,"https://scholar.google.com/scholar?cites=889742667646002424&as_sdt=2005&sciodt=0,5&hl=en",175,2021-03-25 18:21:59,,,,,,,,,10,0.45,3,3,22,Page 1. Physiological Measurement The application of dc electrical stimulation in evoking and recording gustatory brain potentials To cite this article: M Fitzsimons et al 1999 Physiol. Meas. 20 385 View the article online for updates and enhancements. Related content …
12,"JR Dalenberg, L Weitkamp, RJ Renken, L Nanetti…",Flavor pleasantness processing in the ventral emotion network,2017,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0170310,"https://scholar.google.com/scholar?cites=11696476787569300957&as_sdt=2005&sciodt=0,5&hl=en",87,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,2,,Free ebooks ==> www.ebook777.comwww.ebook777.com Free ebooks ==> www.ebook777.comHow to go to your page This eBook...
39,"X Wang, J Chen",Food oral processing: Recent developments and challenges,2017,Current Opinion in Colloid & Interface Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1359029417300018?casa_token=OJ3V8QlFwqYAAAAA:SZeho6_nDBOS2oqzYu8klk1jx91R1Mz2Q4E4FbZSBhie27hpBIR9SdR1jV7tdIV0yVelsZnRaaY,"https://scholar.google.com/scholar?cites=3969341901072342933&as_sdt=2005&sciodt=0,5&hl=en",225,2021-03-25 18:21:59,HTML,,,,,,,,26,0.87,7,4,30,… 14ssr.v.otncwt qf' tuste und smell detection thresholds Taste detection thresholds were examined by elcctrogustometry with the technique described by Krarup (17). A battery-operated electrogus- tometzr (Madsen Model GO 70 Gustometer. Copenhagen. Denmark) was used …
18,C Spence,Multisensory flavour perception,2017,Flavour: From food to perception,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118929384#page=387,"https://scholar.google.com/scholar?cites=13238740433189707807&as_sdt=2005&sciodt=0,5&hl=en",190,2021-03-25 18:21:59,,,,,,,,,0,0,0,6,2,"… administered via a gustometer during a categorical visual detection task participants performed in 76 … During each trial, subjects received a sip of low or high-sweetened chocolate milk, or a sip of tasteless neutral solution through a gustometer …"
32,"SWF Ewing, ED Claus, KA Hudson, FM Filbey…",Overweight adolescents' brain response to sweetened beverages mirrors addiction pathways,2017,Brain imaging and …,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11682-016-9564-z&casa_token=Qh_Fd3Lqf8cAAAAA:qEVyLZMy8dRYM72hzPaaDkygA9KCn3IY0Z06BZefkBxvnq44ZzkwFd1n9d_excwkYItvP0bPYVKgt1FZeQ,"https://scholar.google.com/scholar?cites=17124323583332179381&as_sdt=2005&sciodt=0,5&hl=en",189,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,16,Page 1. THEMIS 50 Revista de Derecho 169 Gonzalo Zegarra Mulanovich Por eso nos da más protección sin irritación... ¿No era Coca Cola? A continuación el autor nos ofrece –partiendo de los conocidos y polémicos casos …
53,"H Lee, LJ Macpherson, CA Parada, CS Zuker…",Rewiring the taste system,2017,Nature,nature.com,https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/nature23299&casa_token=uG8Ci80gunMAAAAA:wq5YdtnDoPu5izBw8NF_YCPIIUciizad95b4FeMX8ZE5mYWHeCgcEwAf5pskBcND0hdMFFCGlAaCWCUyig,"https://scholar.google.com/scholar?cites=1187582224195458829&as_sdt=2005&sciodt=0,5&hl=en",45,2021-03-25 18:21:59,HTML,,,,,,,,2,0.02,2,1,110,… The experiments were prob- ably performed by clinical rather than by academic methods for the writer gives no details of procedure aside from mentioning the mate- rials and instruments used. His vapor gustometer and olfactom- eter are of interest …
3,"L Hewson, A Tarrega",Sensory adaptation,2017,Time-Dependent Measures of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118991640#page=82,"https://scholar.google.com/scholar?cites=15500768643143399106&as_sdt=2005&sciodt=0,5&hl=en",208,2021-03-25 18:21:59,,,,,,,,,2,0.06,1,2,32,"… SAUVAGEOT, F. 1982. L'Cvaluation sensorielle des denrees alimentaires, pp. 29-43, Technique et Documentation Publishers, Paris. von BEKESI, G. 1965. The effect of adaptation on the taste threshold observed with a semiautomatic gustometer. J. Gen. Physiol. 48, 481-488 …"
0,"SM Crosson, S Currlin, T Khan, CD Dotson…",Sustained Weight Loss and Altered Lipid Taste Sensitivity Induced by Modulation of Salivary PYY and Excendin-4 in Mice,2016,Molecular Therapy,cell.com,https://www.cell.com/molecular-therapy-family/molecular-therapy/pdf/S1525-0016(16)32968-9.pdf,,196,2021-03-25 18:21:59,PDF,,,,,,,,1,0.01,1,1,114,
5,"BN Landis, S Negoias, H Friedrich",Chemosensory Event Related Potentials,2016,Epileptologie,epi.ch,https://www.epi.ch/wp-content/uploads/Artikel-Landis_E_3_16.pdf,"https://scholar.google.com/scholar?cites=15554462650326984681&as_sdt=2005&sciodt=0,5&hl=en",265,2021-03-25 18:21:59,PDF,,,,,,,,58,1.53,29,2,38,… I. B). Topognostic facial nerve testing was difficult because of the absence of a contralateral normal nerve for comparison. Tearing (2 cm length of filter paper in 5 minutes by Schirmer's test) was symmetric. Taste (using a gustometer) appeared decreased but equal bilaterally …
3,"BA Stuck, TT Moutsis, U Bingel, JU Sommer",Chemosensory stimulation during sleep–Arousal responses to gustatory stimulation,2016,Neuroscience,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306452216001846?casa_token=DKXF0S5fjkQAAAAA:UnNARRkrN818S2vfTnrUBcxXazJUYe2bEKvPq1vHmNeVH_m27BoiufqbifP3OpB9tM3Et6_eCV0,"https://scholar.google.com/scholar?cites=10563554497411263964&as_sdt=2005&sciodt=0,5&hl=en",63,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,32,Page 1. Kapitel 7 1971-1992 Raumstationen: Labor und Wohnung über der Erde Startvorbereitungen der Trägerraketen und Raumschiffe Der Weg der Trägerraketen und Raumflugkörper ins All beginnt auf dem Startgelände zunächst in Montage- und Prüfgebäuden …
15,"BG Oberlin, M Dzemidzic, J Harezlak…",Corticostriatal and Dopaminergic Response to Beer Flavor with Both fMRI and [11C]raclopride Positron Emission Tomography,2016,Alcoholism: Clinical …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/acer.13158?casa_token=ecr40QVhmhEAAAAA:jBH_uID7ZgQG1RCRkw6MZeT2C-waC258PxdAo5tQp2WVlOmXpDPaaWaQjng3DrGYhAS5Cq3X3NMW9f9L,"https://scholar.google.com/scholar?cites=6769543927049268536&as_sdt=2005&sciodt=0,5&hl=en",62,2021-03-25 18:21:59,,,,,,,,,6,0.29,2,3,21,"… around the target taste area. The RATTS, which is described in detail elsewhere (10), is a further development of a microprocessor-controlled gustometer described by Matsuda and Doty (11). This system automatically delivers …"
2,KDF Becker,Hot melt coating with lipid-based excipients: development of a solvent-free technology for the coating of multiparticulate drug delivery systems/Karin Dagmar …,2016,Karl-Franzens-Universität Graz,unipub.uni-graz.at,https://unipub.uni-graz.at/obvugrhs/content/titleinfo/1520683/full.pdf,"https://scholar.google.com/scholar?cites=16469751915920963721&as_sdt=2005&sciodt=0,5&hl=en",232,2021-03-25 18:21:59,PDF,,,,,,,,25,0.68,13,2,37,… with facebook. Abstract. A study was carried out with a Rion TR-03 type electro- gustometer for subjective and quantitative expression of the degree of taste deficiency due to radiation therapy and the effects of treatment. The changes …
0,"EŞ Balcıoğlu, Ç Güdücü, E Eskicioğlu…",Investigating the responses of brain to taste stimuli via electrophysiological methods and frequency analysis: Preliminary results,2016,2016 20th National …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7849417/,,23,2021-03-25 18:21:59,,,,,,,,,0,0,0,1,2,"Page 1. i AN EXAMINATION OF TIMING VARIABLES IN LIQUID TASTE ADMINISTRATION FMRI PARADIGMS A Dissertation Submitted to the Temple University Graduate Board in partial fulfillment of the requirements for the degree Doctor of Philosophy by Jean M. Arlt, M. Phil …"
15,"S Amsellem, K Ohla",Perceived odor–taste congruence influences intensity and pleasantness differently,2016,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/41/8/677/2452857,"https://scholar.google.com/scholar?cites=2052093518979452493&as_sdt=2005&sciodt=0,5&hl=en",97,2021-03-25 18:21:59,,,,,,,,,2,0,2,1,,
0,HR Hoogeveen,Pleasure from Food,2016,,core.ac.uk,https://core.ac.uk/download/pdf/232498776.pdf,,299,2021-03-25 18:21:59,PDF,,,,,,,,0,0,0,1,,
0,"T Koenig, LD Hernandez, K Rieger",Quantitative EEG in schizophrenia: Current state and future direction,2016,Epileptologie,epi.ch,https://www.epi.ch/wp-content/uploads/Artikel-Koenig_E_3_16.pdf,,307,2021-03-25 18:21:59,PDF,,,,,,,,0,0,0,4,6,
19,"T Isogai, PM Wise",The effects of odor quality and temporal asynchrony on modulation of taste intensity by retronasal odor,2016,Chemical senses,academic.oup.com,https://academic.oup.com/chemse/article-abstract/41/7/557/1744897,"https://scholar.google.com/scholar?cites=11603099451577973792&as_sdt=2005&sciodt=0,5&hl=en",75,2021-03-25 18:21:59,,,,,,,,,12,1,3,4,12,"… funktion der Chorda tym- pani. Königsberger medizin Jahrbuch. 1864;4:1-22. 33. Haberland EJ. Fikentscher R, Roseburg B. Ein neues Elektro - gustometer. Mschr Ohren heilk. 1974; 108:254-258. 34. Stillman JA, Morton RP, Hay …"
21,"NB Kroemer, X Sun, MG Veldhuizen, AE Babbs…",Weighing the evidence: Variance in brain responses to milkshake receipt is predictive of eating behavior,2016,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811915011441?casa_token=NWgtIDMNSxkAAAAA:A6d32FaoP9teAQ3esZLKUY-Wmk1RDvI1AHj_JAC_lKWT5k4n5j-o_53wjUg8LHGJECc_CloV0A0,"https://scholar.google.com/scholar?cites=4357653168495438568&as_sdt=2005&sciodt=0,5&hl=en",150,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,4,11,"… Pages: 1. Abstract: A gustometer was developed to deliver a fluid stream, with computer control over the concentration and timing of delivery of up to four tastants … Publisher: Oxford University Press. Keywords: gustometer, salt, sugar, taste, health. Field Of Research …"
10,"E Iannilli, M Beger, R Fürer, T Hummel",A gustatory stimulator,2015,Journal of neuroscience methods,Elsevier,https://www.sciencedirect.com/science/article/pii/S0165027015002745?casa_token=f2mFdbIS94gAAAAA:pY2k0R1sCYwO9f9dVshjc8LGvollkXyvxq0J86UgXvzo10to2v0stpE-zKeVPcnNxmbK95Ks5Sw,"https://scholar.google.com/scholar?cites=15419801754079503218&as_sdt=2005&sciodt=0,5&hl=en",15,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,5,,
0,S Kunz,Altersabhängigkeit der gustatorisch evozierten Potentiale und die Topographie der Schmeckverarbeitung im Elektroenzephalogramm,2015,,uniklinikum-dresden.de,https://www.uniklinikum-dresden.de/de/das-klinikum/kliniken-polikliniken-institute/hno/forschung/interdisziplinaeres-zentrum-fuer-riechen-und-schmecken/downloads/doktorarbeiten/Severine_Kunz_2015.pdf,,194,2021-03-25 18:21:59,PDF,,,,,,,,31,7.75,8,4,4,"… Participants were familiarized with the fMRI paradigms before the imaging session. Foam padding, a vacuum pillow, and tape were used to minimize participant head movement. Tastes were delivered with the use of a gustometer (15) …"
15,"PB Singh, T Hummel, JC Gerber, BN Landis, E Iannilli",Cerebral processing of umami: A pilot study on the effects of familiarity,2015,Brain research,Elsevier,https://www.sciencedirect.com/science/article/pii/S000689931500308X?casa_token=Ym05ZKO7HEIAAAAA:kIhDrJfLQ8Fa4Q1WYqfnoAhc8CWPyOGe98cGibRaV-2lfgic5I3gJRobS4wb65fCGRaY7go-Bf0,"https://scholar.google.com/scholar?cites=5899646929161098322&as_sdt=2005&sciodt=0,5&hl=en",59,2021-03-25 18:21:59,HTML,,,,,,,,17,5.67,17,1,3,JavaScript is disabled on your browser. Please enable JavaScript to use all the features on this page. Skip to main content Skip to article …
26,"I Jestrović, JL Coyle, E Sejdić",Decoding human swallowing via electroencephalography: a state-of-the-art review,2015,Journal of neural engineering,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1741-2560/12/5/051001/meta?casa_token=bvTnenQyUnQAAAAA:uXtaJSPBqeyNKfWSRbBve9k1NZI8jsdEKXZ1QxLgkCcomXxuaiLV5UrNVl6A2kxo1k6hg862zjw,"https://scholar.google.com/scholar?cites=10267429922477822477&as_sdt=2005&sciodt=0,5&hl=en",303,2021-03-25 18:21:59,,,,,,,,,8,1,8,1,8,"Page 1. MOBILE MEDICAL APP REGULATION: PREVENTING A PANDEMIC OF ""MOBILECHONDRIACS"" I. INTRODUCTION Good news for number crunchers, bad news for hypochondriacs: the human body has been digitized …"
46,"JR Dalenberg, HR Hoogeveen, RJ Renken…",Functional specialization of the male insula during taste perception,2015,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811915005674,"https://scholar.google.com/scholar?cites=5678004822262064836&as_sdt=2005&sciodt=0,5&hl=en",112,2021-03-25 18:21:59,HTML,,,,,,,,3,0.75,2,2,4,"… sour and bitter. The method they employed, the so‐called 'Cornell gustometer', allowed the flow of solution through the entire mouth, ensuring that salivary dilution of the tastant concentration was minimised. They did, however …"
0,"E Iannilli, AL Bartmuss, H Harju, SA Simon…",Human event related potentials in response to oral stimulation with water.,2015,CHEMICAL …,researchgate.net,https://www.researchgate.net/profile/Emilia_Iannilli/publication/266028833_Human_event_related_potentials_in_response_to_oral_stimulation_with_water/links/54d0dddc0cf29ca81103f3e5.pdf,,37,2021-03-25 18:21:59,PDF,,,,,,,,0,0,0,3,11,"… perception over time. For this, a gustometer, which met the requirements for the recording of event-related responses, was employed to present taste solutions to human volunteers while EEG was recorded. Brain responses …"
2,"U Toepel, MM Murray",Human gustation: When the brain has taste,2015,Current biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0960982215002791,"https://scholar.google.com/scholar?cites=14596662660761922449&as_sdt=2005&sciodt=0,5&hl=en",19,2021-03-25 18:21:59,HTML,,,,,,,,21,21,4,5,1,JavaScript is disabled on your browser. Please enable JavaScript to use all the features on this page. Skip to main content Skip to article …
2,"J Niimi, AR Overington, P Silcock…",Influence of cross-modal sensory interactions on cheese flavour intensity and character,2015,… Sensory Informatics of …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bk-2015-1191.ch002,"https://scholar.google.com/scholar?cites=15258407980844869573&as_sdt=2005&sciodt=0,5&hl=en",56,2021-03-25 18:21:59,,,,,,,,,0,0,0,2,,"… Olfactometers and gustometers are the best practi- cally available solutions on the market that can be used di- rectly to deliver multisensory … For example, an ol- factometer with at least eight channels costs more than $ 10.000 and a gustometer costs more than $ 5.000 (Knosys …"
16,"I Van den Bosch, JM van Delft, RA de Wijk…",Learning to (dis) like: the effect of evaluative conditioning with tastes and faces on odor valence assessed by implicit and explicit measurements,2015,Physiology & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0031938415300718?casa_token=B5IkQitfBLYAAAAA:BwNMlRrczRc4PrOJFTDdKAW_jNvIjMGAfuA4TCKjY4V-JdzHiE8TndMbpErZl1D004hnpUthMZ8,"https://scholar.google.com/scholar?cites=9121618483900371019&as_sdt=2005&sciodt=0,5&hl=en",277,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,6,"Page 1. Page 2. Page 3. ALMANAQUE DULCE LA ORIHUELA GOLOSA “UN JARDÍN DE LAS DELICIAS” Julia Valoria Martínez Page 4. Título: La Orihuela Golosa, “Un Jardín de las Delicias” Autor: Julia Valoria Martínez Prólogo …"
16,"L Gagnon, R Kupers, M Ptito",Neural correlates of taste perception in congenital blindness,2015,Neuropsychologia,Elsevier,https://www.sciencedirect.com/science/article/pii/S0028393215000949?casa_token=AWWCDUwtN3UAAAAA:4u235XwnPo3KJCJdgAROSRY28fCRFVvPML2-CLjsP16faKonYcZ81uKuCJyNwr1abB_0PPLA8_8,"https://scholar.google.com/scholar?cites=7754864156643588965&as_sdt=2005&sciodt=0,5&hl=en",44,2021-03-25 18:21:59,HTML,,,,,,,,70,8.75,14,5,8,"… Gustatory stimuli were delivered using a computer‐controlled gustometer (GU001, Burghart, Wedel, Germany) … Next, participants were asked to stick out their tongue and then the delivery tube of gustometer was established 3 cm in front of tongue …"
25,"MG Tordoff, TR Aleman, HT Ellis, M Ohmoto…",Normal taste acceptance and preference of PANX1 knockout mice,2015,Chemical …,academic.oup.com,https://academic.oup.com/chemse/article-abstract/40/7/453/399859,"https://scholar.google.com/scholar?cites=4146719822343257844&as_sdt=2005&sciodt=0,5&hl=en",64,2021-03-25 18:21:59,,,,,,,,,28,0.57,7,4,49,"Page 1. Electrogustometry in Facial Palsy Hiroshi Tomita, MD; Yukio Okuda, MD; Hirohiko Tomiyama, MD; and Akinori Kida, MD, Tokyo Gustatory function was examined in the early stages of idiopathic Bell's palsy (74 cases) and Ramsay Hunt's syndrome (21 cases) …"
0,"C Wibisono, R Ndanuko",Nutrition under the microscope,2015,Food Australia,search.informit.org,https://search.informit.org/doi/abs/10.3316/ielapa.257847186686703,,224,2021-03-25 18:21:59,,,,,,,,,223,6.37,74,3,35,"… Page 8. S8 H. TOMITA et al. electrogustometer, the Rion TR-06 model, developed by ourselves. The electrode of this gustometer is a circular stainless steel disc 5 mm in diameter. We use four 3G dry batteries as the electric power source …"
32,"MD Meyer, VB Risbrough, J Liang, KN Boutelle",Pavlovian conditioning to hedonic food cues in overweight and lean individuals,2015,Appetite,Elsevier,https://www.sciencedirect.com/science/article/pii/S0195666314005558?casa_token=OH52hRcFTrIAAAAA:97J2Uj3RMLl79PdsIFDMv2prFhO9nZQuDgRWj8SdtC5I7yg8TB2BaGcFMNeIv1IH3r907VFLyao,"https://scholar.google.com/scholar?cites=1612709084227014803&as_sdt=2005&sciodt=0,5&hl=en",72,2021-03-25 18:21:59,HTML,,,,,,,,3,0.09,1,4,34,
2,"B Piqueras-Fiszman, C Spence…",Perceptual processes in food evaluation,2015,Handbook of food …,CRC Press Boca Raton (FL),,"https://scholar.google.com/scholar?cites=4130345667504822897&as_sdt=2005&sciodt=0,5&hl=en",240,2021-03-25 18:21:59,CITATION,,,,,,,,0,0,0,1,23,"… Proc. 9th Ann Conf IEEE En- gineering Medical Biological Society 1987; 2:961-962 Plattig KH., Dazert S, Maeyama T. A new gustometer for computer evaluation of ta- ste responses in men and animals. Acta Otolaryngol Suppl (Stockh) 1988; 158: | 23 - || 28 …"
18,"J Niimi, AI Eddy, AR Overington…",Sensory interactions between cheese aroma and taste,2015,Journal of sensory …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/joss.12155?casa_token=_2JRie6YX4UAAAAA:TzvaDBwLZguDr6iaDJeKwtIv9pD9v3zAOT_YNp9oOQ0RMvrcCDLGprjWwGha26QpY22gaFYHn3Y1j_xX,"https://scholar.google.com/scholar?cites=6914168976135067936&as_sdt=2005&sciodt=0,5&hl=en",114,2021-03-25 18:21:59,,,,,,,,,2,0.2,2,1,10,Page 1. Un paso a la libertad Page 2. Page 3. Un paso a la libertad Delia Patricia Guzmán www.librosenred.com Page 4. Dirección General: Marcelo Perazolo Diseño de cubierta: Daniela Ferrán Diagramación de interiores: Juan …
0,"F Broy, C Hummel, T Hummel…","Spatio-temporal characterization of gustatory ERPs (gERPs) for the 5 basic taste qualities: sweet, salt, bitter, sour and umami",2015,CHEMICAL …,OXFORD UNIV PRESS GREAT …,,,13,2021-03-25 18:21:59,CITATION,,,,,,,,0,0,0,1,9,Page 1. pg 44 07.12 • www.ift.org by Donald E. Pszczola [INGREDIENTS] Going Where No Ingredient Has Gone Before It's that time again for another annual installment of emerg- ing ingredients—those novel cutting-edge developments …
0,F Broy,Standardisierung gustatorisch ereigniskorrelierter Potentiale,2015,,uniklinikum-dresden.de,https://www.uniklinikum-dresden.de/de/das-klinikum/kliniken-polikliniken-institute/hno/forschung/interdisziplinaeres-zentrum-fuer-riechen-und-schmecken/downloads/doktorarbeiten/Franziska_Broy_2015.pdf,,110,2021-03-25 18:21:59,PDF,,,,,,,,0,0,0,1,,"… JavaScript is disabled for your browser. Some features of this site may not work without it. Donde no te dará gusto meter la pata. El conflicto entre derechos fundamentales en la publicidad comercial. Date. 1998. Author. Rivarola Reisz, Domingo. Metadata. Show full item record. URI …"
24,"J Seubert, K Ohla, Y Yokomukai…",Superadditive opercular activation to food flavor is mediated by enhanced temporal and limbic coupling,2015,Human brain …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.22728,"https://scholar.google.com/scholar?cites=9891488196461360461&as_sdt=2005&sciodt=0,5&hl=en",99,2021-03-25 18:21:59,,,,,,,,,75,1.29,38,2,58,"… Harbert, Wagner and Young ('62) reported observations made while using a ""modified electronic gustometer"" and comparing ""changes in the taste threshold before and after surgery and related them to reports of trauma to the nerve."" Their patients were divided into two major …"
29,"SM Harrison, PW Cleary, G Eyres, MD Sinnott…",Challenges in computational modelling of food breakdown and flavour release,2014,Food & function,pubs.rsc.org,https://pubs.rsc.org/ko/content/articlehtml/2014/fo/c4fo00786g,"https://scholar.google.com/scholar?cites=17511285860432360192&as_sdt=2005&sciodt=0,5&hl=en",293,2021-03-25 18:21:59,,,,,,,,,0,0,0,5,13,
14,"J Niimi, AI Eddy, AR Overington, P Silcock…",Cross-modal interaction between cheese taste and aroma,2014,International Dairy …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0958694614001411?casa_token=3usGh2te_aQAAAAA:gLG26RGLeAtKZxvtvrp88oWPBQpiGB5qyz1mIGHiHtc9KxHADsbemzRhP11SFaLHZ6YNtsYi26E,"https://scholar.google.com/scholar?cites=6298923290512699994&as_sdt=2005&sciodt=0,5&hl=en",51,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,,… 11 Als kommerziell vertriebene Möglichkeit der Geschmackstestung existiert die Messung via Gustometer GU002 (Firma Burghart). Das Gustometer sprüht fünf mögliche Geschmackslösungen auf Wasserbasis als „gleich proportionierte Geschmacksreize“ auf die Zunge …
47,"LA Ray, KE Courtney, KE Hutchison…",Initial evidence that OPRM1 genotype moderates ventral and dorsal striatum functional connectivity during alcohol cues,2014,Alcoholism: Clinical …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/acer.12136?casa_token=82F4YiOKEVUAAAAA:GDrBOc9rHqrIK9fQ5ga29mrpLKJmHlyVpns7dQQaPWOaYmf-LLzCIMwsDCL88dN8GKJc_ptfFU7J5-YO,"https://scholar.google.com/scholar?cites=3377334233255412826&as_sdt=2005&sciodt=0,5&hl=en",233,2021-03-25 18:21:59,,,,,,,,,3,0.05,3,1,56,… gustometers were used: one for the initial process and one for return. Page 5. JOHN W. HADDEN 311 b. Procedure. Trial procedure varied from Experiment 1 in that (after the tissue had been subjected to the acid stimulus in the exact manner of Experiment 1) the gustometer …
53,"KS Burger, E Stice","Neural responsivity during soft drink intake, anticipation, and advertisement exposure in habitually consuming youth",2014,Obesity,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/oby.20563,"https://scholar.google.com/scholar?cites=7962341964544432500&as_sdt=2005&sciodt=0,5&hl=en",93,2021-03-25 18:21:59,,,,,,,,,0,0,0,1,5,"Page 1. University of Groningen Pleasure from Food Hoogeveen, Heleen Rianne IMPORTANT NOTE: You are advised to consult the publisher's version (publisher's PDF) if you wish to cite from it. Please check the document version below …"
